date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:16	24040/24040	---M--	200	added ('OK')	font/woff2	etag:%225de8-5f930f51175f9%22	http://localhost/bsu-open%20university/wp-content/fonts/rokkitt/qFdE35qfgYFjGy5hkEiCdubL.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rokkitt/qFdE35qfgYFjGy5hkEiCdubL.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:17	16316/16316	---M--	200	added ('OK')	font/woff2	etag:%223fbc-5f930f51662ea%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXq61F3f.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXq61F3f.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:17	8956/8956	---M--	200	added ('OK')	font/woff2	etag:%2222fc-5f930f517e16e%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXy61F3f.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXy61F3f.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:17	27512/27512	---M--	200	added ('OK')	font/woff2	etag:%226b78-5f930f5135a77%22	http://localhost/bsu-open%20university/wp-content/fonts/rokkitt/qFdE35qfgYFjGy5hkEaCdg.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rokkitt/qFdE35qfgYFjGy5hkEaCdg.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:19	12216/12216	---M--	200	added ('OK')	font/woff2	etag:%222fb8-5f930f51d1631%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nMrXyi0A.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nMrXyi0A.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:19	19212/19212	---M--	200	added ('OK')	font/woff2	etag:%224b0c-5f930f519af09%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXC61F3f.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWEBXyIfDnIV7nEnXC61F3f.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:20	14916/14916	---M--	200	added ('OK')	font/woff2	etag:%223a44-5f930f51e9d70%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nFrXyi0A.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nFrXyi0A.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:21	8648/8648	---M--	200	added ('OK')	font/woff2	etag:%2221c8-5f930f5201aad%22	http://localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nDrXyi0A.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/rubik/iJWKBXyIfDnIV7nDrXyi0A.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:22	4492/4492	---M--	200	added ('OK')	font/woff2	etag:%22118c-5f930f5254398%22	http://localhost/bsu-open%20university/wp-content/fonts/russo-one/Z9XUDmZRWg6M1LvRYsHOy8mJrrg.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/russo-one/Z9XUDmZRWg6M1LvRYsHOy8mJrrg.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
16:31:22	4336/4336	---M--	200	added ('OK')	font/woff2	etag:%2210f0-5f930f526b89c%22	http://localhost/bsu-open%20university/wp-content/fonts/russo-one/Z9XUDmZRWg6M1LvRYsHOwcmJrrg.woff2	C:/My%20Web%20Sites/BSU-OpenU/localhost/bsu-open%20university/wp-content/fonts/russo-one/Z9XUDmZRWg6M1LvRYsHOwcmJrrg.woff2	(from http://localhost/bsu-open%20university/wp-content/fonts/7efef4c3a9ba1650efe2ea78530dc54a.css)
